,Precio
0,0.0
1,0.031693680149852244
2,0.05683024843065817
3,0.02185759543937116
4,0.04262289477644826
5,0.05245897948692934
6,0.10710380189917773
7,0.2579232115840086
8,0.15628422545158313
9,0.12568284140402575
10,0.16284133732063102
11,0.19234959145207425
12,0.20437151908787438
13,0.21857928964899356
14,0.28415290978092794
15,0.24043688508836472
16,0.24808712687352755
17,0.34535526096913344
18,0.3169397198468951
19,0.4633878605879972
20,0.478688344158322
21,0.3114753209870521
22,0.4590161747373583
23,0.603278472553142
24,0.5661203935434461
25,0.5398906953465268
26,0.6120218442544183
27,0.6590164248815046
28,0.6207652159556944
29,0.7355192596400343
30,0.7770490245003684
31,0.7978143238374447
32,0.7759563114911634
33,0.7409836584998772
34,0.7322402867986002
35,0.8360655327632548
36,0.8655737868946981
37,0.6961749207981099
38,0.7814207103510065
39,0.876502584614384
40,0.6240437718902184
41,0.8786884275397023
42,0.863387943969379
43,1.0
44,0.9650273470087137
45,0.9169400533724226
46,0.7759563114911634
47,0.8327869768287309
48,0.8010928797719686
49,0.7792348674256881
50,0.8786884275397023
