,Precio
0,0.5891227377683801
1,0.67367446181012
2,0.49680074369197313
3,0.5310786392891689
4,0.6654481016118673
5,0.6444240187959359
6,0.5022849838241417
7,0.46983563319471633
8,0.5274222467391995
9,0.5347350318391383
10,0.5580437497864257
11,0.6622484966110548
12,0.7888483862846575
13,0.7349174679045726
14,0.6393965662129244
15,0.6773308543600894
16,0.5201094616392605
17,0.6983549371760208
18,0.7989032914506805
19,1.0
20,0.9693784969527738
21,0.8455214247308266
22,0.7573126107535461
23,0.6224863608816906
24,0.6174589082986791
25,0.5918648578344644
26,0.5383914243891077
27,0.6659048891610242
28,0.6229431484308476
29,0.6585921040610854
30,0.635740173662955
31,0.7207493826394231
32,0.7006395723073768
33,0.2856491299766306
34,0.37065833895309874
35,0.23354675656431603
36,0.0
37,0.440127705245804
38,0.40127984200032496
39,0.6558499839950012
40,0.6028333380988014
41,0.6595063765449706
42,0.6558499839950012
43,0.7390313453892702
44,0.5690129274363339
45,0.5493599046534448
46,0.4721202683260724
