,Precio
0,0.021459452320635498
1,0.05436299993560309
2,0.04005706221287436
3,0.0
4,0.07439153104204027
5,0.33476352689880845
6,0.5321891784809533
7,0.5407725228199736
8,0.6695281452707017
9,0.5793997552917344
10,0.5679545685243175
11,0.5565093817569006
12,0.5507867883731921
13,0.5207439917135364
14,0.37195983815637096
15,0.3161659170065696
16,0.4263228380919741
17,0.4134478215834437
18,0.5021463818212974
19,0.6494996141642645
20,0.6337627552273375
21,0.6866959254218271
22,0.7238911452063048
23,0.7725326432312842
24,0.7925611743377214
25,0.852646767657033
26,0.9828333113219595
27,0.9785405476793645
28,0.9499286722339071
29,0.841201580889616
30,0.8483550954875229
31,0.984263141063073
32,0.8984264232536158
33,0.8082980332746484
34,0.8054361908462518
35,0.4706726639474434
36,0.6580829585032848
37,0.4105870706281318
38,0.2503577303035496
39,0.6180258962904104
40,0.48783935262548395
41,0.80257543989094
42,0.9070097675926361
43,0.8741062199776685
44,0.841201580889616
45,1.0
46,0.9756797967240527
47,0.9685262821261459
