,Precio
0,0.6955647983362995
1,0.7308469090948244
2,0.6955647983362995
3,0.7822584242528653
4,0.8457662236182103
5,0.8175405350113902
6,0.9002018098280771
7,0.933468129582829
8,0.8528226457699153
9,0.8729836321769774
10,0.7338709801466505
11,0.8699595611251513
12,1.0
13,0.9939518578963493
14,0.464717889241475
15,0.4707660313451271
16,0.18951588714031475
17,0.0
18,0.4002018098280771
19,0.1270163678230226
20,0.3135081839115113
21,0.49495936885206815
22,0.39616945872819814
23,0.32157211701893657
24,0.39112882758026635
25,0.13104794983056897
26,0.31048411285968525
27,0.4455644137901332
28,0.6512097053299637
29,0.3114916238154055
30,0.12499980772691685
31,0.41733872518331316
32,0.43245984953477606
33,0.46875024034135393
34,0.5997981901719229
35,0.6118952434715598
36,0.6995963803438457
37,0.6421367230821529
