,Precio
0,0.2148758593584162
1,0.31955942840448914
2,0.4132234531548524
3,0.40771368100699756
4,0.5316809271297702
5,0.6694220781813877
6,0.6804405715955109
7,0.6198351797322786
8,0.5812678255788792
9,0.3608811431910256
10,0.23966930858297072
11,0.1074379296792081
12,0.24517908073082556
13,0.38843000393029786
14,0.5316809271297702
15,0.6611568945188131
16,0.5493115674739549
17,0.7520665586360412
18,0.6721764388145228
19,0.6336090846611234
20,0.6088156354365689
21,0.6914601158912225
22,0.6473829895899683
23,0.5068874779052157
24,0.4297517187168344
25,0.44903539579353013
26,0.3691463268535982
27,0.44214896876990195
28,0.3030301119609246
29,0.48209402868066115
30,0.47382884501808464
31,0.3581267825578885
32,0.04683148693438935
33,0.0
34,0.1873280495007265
35,0.4297517187168344
36,0.43801690237940694
37,0.5702482812831695
38,0.3608811431910256
39,0.3278235611854791
40,0.09090861323564356
41,0.2865007955173601
42,0.19283677076699682
43,0.29752033981306975
44,0.25344321351181553
45,0.43526149086468724
46,0.3939397760781527
47,0.325069200552344
48,0.3471072382621788
49,0.3608811431910256
50,0.600551502655579
51,0.666666666666668
52,0.7300274700446219
53,0.7685948241980213
54,0.8980718424686487
55,0.9090913867643584
56,0.9559228736987458
57,1.0
58,0.8881546729551457
