,Precio
0,0.5352443629240087
1,0.4741543489702468
2,0.4046053150495552
3,0.33505628112886365
4,0.2960527919713518
5,0.39144747692179727
6,0.4238724055396291
7,0.3557330887720259
8,0.37593987118942557
9,0.24154133855726995
10,0.41776315317731316
11,0.28712410530285976
12,0.2749059591024268
13,0.25140971715308774
14,0.21287589469714094
15,0.13533822455948133
16,0.16306397649228527
17,0.0921052254185053
18,0.056390837268733965
19,0.04652245867291484
20,0.13533822455948133
21,0.0
22,0.08270687204844952
23,0.039473872907473506
24,0.3063911957929336
25,0.17340238031386576
26,0.1832707589096849
27,0.28900384768171083
28,0.4370302436673864
29,0.46334591992290297
30,0.626879921640951
31,0.5371241053028597
32,0.6231204368832487
33,0.4962405152422985
34,0.6466166788325879
35,0.6221803864317227
36,0.6889099860462374
37,0.6090225483039654
38,0.7302632428083631
39,0.7100564603909635
40,0.6696428955561643
41,0.6893796527478019
42,0.6301693811728898
43,0.7518797423788511
44,0.6983083394162939
45,0.6818610417565965
46,0.6550753402753172
47,0.6828007336839229
48,0.6442669112279741
49,0.6456766283810618
50,0.7523497676046138
51,0.8247182358314822
52,0.584116589201538
53,0.7410716718557069
54,0.8082705796475851
55,1.0
