,Precio
0,0.6728395158631733
1,0.5699588703474043
2,0.45267499725279037
3,0.3662548468626866
4,0.216049198599708
5,0.2345677461892278
6,0.16255160829500323
7,0.3744854868840364
8,0.34362097926249197
9,0.48559677242115507
10,0.1193411406414342
11,0.16049355583114866
12,0.03909436272585988
13,0.0
14,0.32510243167297215
15,0.25925888133624275
16,0.3395056592518171
17,0.32304516412615186
18,0.31069920409412727
19,0.24279838621057753
20,0.5185185475895198
21,0.5967072730412395
22,0.6563782358204737
23,0.5514403227578845
24,0.6008225930519144
25,1.0
26,0.5740741903580792
27,0.5658435503367294
28,0.602880645515769
29,0.6069959655264439
30,0.6399177406948086
31,0.726337106167878
32,0.8559669392945166
33,0.7757201613789423
34,0.726337106167878
35,0.8127572565579818
