,Precio
0,0.20103770333097432
1,0.2715088424132375
2,0.1802852859538971
3,0.0
4,0.06225692228274942
5,0.12710777304445203
6,0.028534202813938033
7,0.04193693626832576
8,0.09468234766360073
9,0.05188054866996784
10,0.1474274292103928
11,0.19195862380615464
12,0.18893226396454788
13,0.16904437946429368
14,0.2801554905754042
15,0.2537831147262505
16,0.38045812655956485
17,0.5062689353645403
18,0.4353653649196242
19,0.5391267921080458
20,0.6303503485673861
21,0.668828493631451
22,0.5724167503657195
23,0.5162128776146677
24,0.45222655972978815
25,0.3882402418449085
26,0.3523563551082804
27,0.4401211203633611
28,0.4699526172652592
29,0.4072632636198562
30,0.4258538540321503
31,0.30220487219195863
32,0.46433199909621514
33,0.34414180846028375
34,0.3329009019706792
35,0.3112839517167783
36,0.27583216649432146
37,0.20449616468675114
38,0.2300043375075659
39,0.16472105538320972
40,0.13186319863970486
41,0.12278411911488396
42,0.20449616468675114
43,0.0799826499697364
44,0.15607440722104302
45,0.1162992979175016
46,0.3618678659957548
47,0.23951584839503912
48,0.24859492791986001
49,0.34587120406241395
50,0.4820580566316856
51,0.5062689353645403
52,0.6567230542650233
53,0.5741461459678496
54,0.653264263060763
55,0.5365325337806085
56,0.6748812133146639
57,0.6523994003354553
58,0.7137917897413817
59,0.6402939609690289
60,0.7518375034427935
61,0.7332469130304995
62,0.6960657322059112
63,0.7142238912555524
64,0.6597494141066295
65,0.7717250580945643
66,0.722438437903549
67,0.7073066386955152
68,0.682663328600007
69,0.7081711715723389
70,0.6727193863498802
71,0.6740163505893562
72,0.7721574894572178
73,0.8387377358210506
74,0.6173800464756514
75,0.7617814456929209
76,0.8236056067645328
77,1.0
