,Precio
0,0.7857761073541284
1,0.5195141802204782
2,0.49696412265261974
3,0.20988711406376137
4,0.15437978905019653
5,0.3061577756309305
6,0.5047701917605177
7,0.5559407381919735
8,0.6600174688670394
9,0.6426710162381072
10,0.5854293768114024
11,0.6435385042944298
12,0.5403292616756866
13,0.5351256567367627
14,0.6365999232428557
15,0.46140505273745086
16,0.2012142185990498
17,0.0
18,0.12836044095655158
19,0.3339114381377129
20,0.369471169752392
21,0.521249156333126
22,0.5524714476661858
23,0.4640068552069134
24,0.47528155314108633
25,0.5264527612720511
26,0.6279270277781454
27,0.8005200958140877
28,0.6921072482564206
29,0.8438852348371545
30,1.0
