,Precio
0,0.05783456693083063
1,0.2992608676467721
2,0.21654330691693663
3,0.4377945677927926
4,0.5440488198817676
5,0.5622054322072074
6,0.6260932293916703
7,0.7108271653458468
8,0.5864152747862796
9,0.6355081111643567
10,0.6785477172888014
11,0.780094015418857
12,0.741089212033399
13,0.6778745660688688
14,0.8231336215433018
15,0.9744448811262149
16,0.8816403135489127
17,0.27841370273190624
18,0.26294559070558765
19,0.010760158067399266
20,0.0
21,0.3227975590059116
22,0.11835968645108726
23,0.3618023623913697
24,0.2636187419255203
25,0.2958981899825658
26,0.22461393854006226
27,0.3584396847271634
28,0.27908582780668656
29,0.13382677233225349
30,0.24411582716021513
31,0.32616023667011795
32,0.22999401757376187
33,0.15736448983654533
34,0.4001350407020475
35,0.525219056336395
36,0.5541358267292341
37,0.676530315919308
38,0.6059181895515848
39,0.5554811030239472
40,0.48352370036151093
41,0.4963012597984035
42,0.5924685050399119
43,0.7565562979145652
44,0.7377265343691927
45,1.0
46,0.8870203925826123
47,0.8238057466180821
48,0.782784568008283
49,0.6106251173653517
50,0.6866173227667747
51,0.8231336215433018
52,0.6247479530969574
53,0.44586417327076583
54,0.24008102442122847
55,0.1223944891900739
