,Precio
0,0.31443254371665824
1,0.5283506928399655
2,0.4922683503782255
3,0.6701031738696985
4,0.677834823491473
5,0.8144335268867525
6,0.7860828340467871
7,0.8762886902011351
8,0.9056707284700497
9,0.9097941438456502
10,0.7835059452295604
11,0.8865982118102325
12,0.9484543582947111
13,0.9432995974901633
14,0.984536700756451
15,0.8634022797748148
16,0.8556706301530402
17,0.7500004915850471
18,0.8144335268867525
19,0.8505158693484925
20,0.8634022797748148
21,0.5128864104263241
22,0.556701385679931
23,0.18298958429602072
24,0.0
25,0.3170104157039793
26,0.19072123391779702
27,0.34278323655662374
28,0.5515466248753832
29,0.5927837281416709
30,0.556701385679931
31,0.719072909927855
32,0.7061855163314402
33,0.5747425569108009
34,0.8067008940948838
35,0.7448457307804994
36,0.6005153777634453
37,0.4639176575382601
38,0.6005153777634453
39,0.7371140811587249
40,0.788659722864012
41,0.9639176575382619
42,0.9587628967337123
43,1.0
44,0.9690724183428078
45,0.9432995974901633
46,0.8994846222365565
47,0.840206347739397
48,0.6262891817861841
49,0.5695877961062532
50,0.5128864104263241
51,0.4896904783909027
52,0.5695877961062532
53,0.5953606169588957
54,0.4046393830411024
55,0.38917510062745914
56,0.2113402771359862
57,0.1572167634433763
58,0.02061806004809668
